Column1,frequency,Combo,result
3426,1,partner 689934023,
4602,1,partner account,
1081,1,partner annemartevandervossennouryoncom,
3245,1,partner associate,
1340,4,partner at,2
4605,1,partner be,
5296,1,partner becomes,
5107,1,partner children,
6139,1,partner closely,
4609,2,partner community,
3908,1,partner development,
71,2,partner easyworx,
3467,1,partner ecosystem,
1410,1,partner en,
2038,2,partner feedback,
2966,1,partner femkehaverkatenouryoncom,
4168,1,partner guest,
3704,1,partner integrations,
3910,1,partner interactions,1
4606,1,partner key,
4600,1,partner manager,
7381,2,partner never,
4607,1,partner opportunities,
2605,2,partner organization,
5295,1,partner organizations,
4604,1,partner portfolio,
3912,1,partner practice,
5106,1,partner regular,
6914,1,partner restaurants,
3911,2,partner sales,
3913,1,partner senior,
2122,2,partner so,
4603,1,partner solution,
3909,3,partner solutions,
5294,1,partner team,
4599,2,partner technical,
4610,1,partner technology,
2895,1,partner together,
4608,1,partner visits,
5330,1,partner whatever,
741,1,partner will,
4601,1,partner work,
1443,18,passionate about,2
1790,1,passionate allround,
2469,2,passionate api,
3414,1,passionate charger,
6822,1,passionate clinical,
5530,1,passionate cnc,
3842,1,passionate colleague,
1416,14,passionate colleagues,
1586,1,passionate communicative,
4562,1,passionate culture,
7127,4,passionate energetic,
176,1,passionate enthusiasts,
6576,1,passionate group,
5396,1,passionate gz,
4273,1,passionate healthcare,
4523,1,passionate logistics,
4107,1,passionate maternity,
4929,1,passionate men,
396,2,passionate people,
5113,1,passionate physiotherapist,1
2480,1,passionate pleasant,
5986,1,passionate porsche,
5455,1,passionate professional,
2470,4,passionate professionals,
5344,1,passionate reliable,
5431,1,passionate restaurant,
950,2,passionate specialists,1
2610,1,passionate strategic,1
3654,1,passionate talent,
1458,4,passionate team,
3251,1,passionate warehouse,
4833,1,passionate way,
4036,2,passionate woodworker,
787,3,passionately believe,
7319,2,patient app,
2428,1,patient base,
2203,4,patient care,
6618,1,patient category,
1453,1,patient children,
320,1,patient data,
3308,1,patient database,
4709,1,patient file,
1703,1,patient files,
5778,1,patient first,
7104,1,patient hands,
2578,1,patient he,
6299,1,patient health,
3570,1,patient individual,
2580,1,patient into,
2579,1,patient job,
7359,2,patient lifting,1
4268,1,patient loved,1
6221,1,patient may,
4978,1,patient needs,
6283,1,patient participation,
3397,2,patient performed,
3398,1,patient performing,
1452,1,patient population,
6224,1,patient practitioner,
4269,1,patient problems,
3396,2,patient progress,
5607,2,patient recovery,
3443,3,patient satisfaction,
6222,1,patient situation,
3442,3,patient treatments,
1635,7,patient where,
6223,1,patient will,
1878,1,pedagogical coach,
5383,1,pedagogical diploma,1
1875,6,pedagogical employee,1
1876,1,pedagogical employees,
7459,2,pedagogical qualities,2
7458,2,pedagogical staff,2
1877,1,pedagogical work,
958,1,perception recognize,
5090,1,performing all,2
4825,3,performing analyzes,1
1681,1,performing business,1
3044,2,performing calibrations,1
6465,1,performing camera,1
4548,1,performing caring,1
4826,3,performing checks,1
5397,1,performing complex,1
4015,2,performing control,1
7429,2,performing corrective,1
3891,1,performing curative,1
2843,1,performing data,1
5742,1,performing environmental,1
5669,1,performing flaring,1
7095,1,performing hair,1
7306,2,performing inspections,1
2249,1,performing installation,1
4536,1,performing less,
1068,3,performing maintenance,2
1402,1,performing many,
5709,1,performing market,
4542,2,performing measurements,2
2175,1,performing mechanical,
4755,1,performing ndt,
1349,1,performing other,
1350,5,performing periodic,1
629,5,performing preventive,1
4549,1,performing rehabilitative,1
5840,1,performing repairs,
3892,1,performing reserved,
6696,1,performing risky,
798,1,performing service,1
6943,1,performing stock,1
1831,1,performing support,1
6802,1,performing system,
5759,1,performing tasks,
3893,1,performing team,
7416,2,performing teams,
3400,2,performing technical,
1791,1,performing welding,
3691,2,perseverance practical,
2234,2,perseverance what,
3557,2,personalized care,2
6755,1,personalized experience,2
5077,1,personalized experiences,2
2780,4,personalized photo,2
1909,1,personalized program,
6894,1,persuasion then,
1936,1,persuasive negotiating,1
694,1,persuasiveness core,1
6291,1,persuasiveness experience,1
1557,1,persuasiveness initiative,1
6904,1,persuasiveness networks,1
3025,1,persuasiveness self,1
6611,1,persuasiveness stress,
274,1,philosophical beliefs,
5127,1,physiotherapist affinity,
5125,1,physiotherapist at,2
5428,1,physiotherapist dietician,1
5128,1,physiotherapist gets,
5124,1,physiotherapist guides,
5126,1,physiotherapist has,
5783,1,physiotherapist preferably,
5352,1,physiotherapist would,
5129,1,physiotherapy at,2
5785,1,physiotherapy dry,
5784,1,physiotherapy practice,1
3858,1,planner after,
2540,2,planner apply,2
2539,3,planner at,2
4886,2,planner bim,2
966,1,planner calculator,
1366,1,planner disruption,
2877,1,planner do,
6254,1,planner draftsman,1
6766,2,planner e,
7294,6,planner engineer,1
1444,1,planner experience,
5860,1,planner gww,
5174,1,planner independent,
1445,1,planner mbo,
2804,1,planner plans,
2434,2,planner project,
4486,1,planner regarding,
3451,2,planner service,2
2537,2,planner several,2
3210,1,planner supplying,1
2536,2,planner team,
6263,1,planner technical,
4187,1,planner then,
1396,2,planner what,2
2538,3,planner within,2
5024,1,planner work,
3114,1,planning ·,
3203,1,planning 2,
7440,2,planning act,1
3888,2,planning activities,1
2367,1,planning allocation,1
3580,1,planning assignment,1
974,2,planning at,2
5023,1,planning budget,1
6508,1,planning build,1
1744,1,planning by,2
4459,1,planning central,
6799,1,planning collaborate,
1782,1,planning coordinate,1
2543,1,planning customer,
947,2,planning cycle,2
2532,2,planning department,
1784,1,planning design,1
1783,1,planning development,1
1745,1,planning documents,1
4927,1,planning execution,1
5042,1,planning experience,
546,1,planning explain,
7069,1,planning feasibility,
220,2,planning guiding,2
680,1,planning if,
4130,1,planning influence,
6377,1,planning installation,1
975,1,planning issues,
5966,1,planning it,
4816,2,planning make,
976,1,planning minimum,
3870,1,planning objective,
2533,4,planning organizing,1
5655,1,planning prioritization,
5225,1,planning prioritizing,
7068,1,planning process,
5041,1,planning processes,
973,2,planning professional,2
1947,1,planning quality,1
2642,1,planning reporting,1
2366,1,planning roadmaps,1
4422,1,planning skills,1
6704,1,planning so,
948,1,planning software,1
5787,1,planning starts,
1088,2,planning system,1
977,1,planning systems,1
2260,1,planning that,
1625,1,planning their,
5957,1,planning then,
6242,1,planning timely,
5585,2,planning traffic,1
6191,1,planning work,
6443,1,planning working,
4290,1,player accurate,
6373,1,player bhv,
2384,5,player but,
4865,1,player command,1
3178,1,player consisting,2
3887,1,player dividing,
3418,1,player eager,1
7229,3,player enthusiasm,1
5682,1,player flexible,
7031,1,player good,
5146,4,player i,
1276,5,player im,
1392,1,player important,
3011,1,player leadership,
2071,1,player pragmatic,
6120,1,player proficient,
1165,1,player pur,
6976,1,player resilient,
7197,3,player self,
5318,1,player service,
4382,1,player shall,
6628,1,player skills,1
6939,1,player solarclarity,
1124,6,player solution,2
2667,1,player someone,
2818,1,player suit,
2916,3,player suitable,
5109,2,player that,
6858,1,player then,
6833,1,player within,
6888,1,pleasant after,
889,5,pleasant atmosphere,
4721,1,pleasant but,
5144,1,pleasant center,
1275,6,pleasant colleague,
1796,6,pleasant colleagues,
2228,2,pleasant collegial,
4950,1,pleasant collegiality,
5975,1,pleasant conditions,
3134,1,pleasant contact,
1768,3,pleasant cooperation,
6266,1,pleasant course,
1122,2,pleasant courtyard,
1904,1,pleasant customer,
1123,6,pleasant dignified,
92,1,pleasant dynamic,
6913,1,pleasant everyone,
3375,1,pleasant execution,
4720,1,pleasant family,
101,3,pleasant friday,
5974,1,pleasant friendly,
5161,2,pleasant home,
1121,2,pleasant homely,
1250,4,pleasant informal,
2493,1,pleasant life,
2278,2,pleasant lively,
2423,6,pleasant living,
991,5,pleasant net,
4690,2,pleasant people,
3032,3,pleasant pleasant,
6924,1,pleasant positive,
2976,1,pleasant professional,
5405,2,pleasant recovery,
4322,1,pleasant safe,
6938,1,pleasant scale,
5976,1,pleasant secondary,
4221,1,pleasant shop,
3219,2,pleasant solutions,
3218,2,pleasant staff,
1019,6,pleasant surprise,
1373,26,pleasant team,
648,1,pleasant they,
1365,1,pleasant training,
4472,1,pleasant treatment,
3091,2,pleasant way,
1120,8,pleasant work,
93,104,pleasant working,2
5777,3,pleasant workplace,
2295,2,pleasantly ”,
2307,1,pleasantly surprised,
1674,1,pleasantly warmly,
310,1,plumber apprentice,
2111,3,plumber at,2
1240,1,plumber communicative,
6235,1,plumber depending,
1241,1,plumber im,
6068,1,plumber installation,1
750,2,positive about,2
3036,2,positive atmosphere,1
270,19,positive attitude,1
575,11,positive certificate,1
6488,1,positive change,1
7040,1,positive communication,1
7166,1,positive communicative,1
1415,5,positive contribution,1
6108,1,positive critical,
2342,3,positive customer,
3140,3,positive drive,1
4291,1,positive eager,1
6226,1,positive effect,
2772,4,positive energy,1
3018,1,positive enthusiastic,1
7444,2,positive experiences,
856,4,positive health,1
224,2,positive image,1
4742,1,positive impression,1
3973,1,positive influence,1
1143,1,positive outcomes,
3017,1,positive personality,1
6652,1,positive power,
55,2,positive relationship,2
7309,2,positive results,
7093,1,positive statement,
2330,2,positive team,
4979,4,positive way,
5780,1,positive work,
5153,1,positivity adorn,1
6252,1,powerful leader,1
4334,1,powerful organization,
6010,1,powerful platforms,
2092,1,powerful radars,
5079,1,powerful technologies,
5940,1,practical application,2
2285,2,practical architectural,
2286,12,practical experience,
3141,2,practical guidance,1
4543,1,practical improvements,2
607,14,practical knowledge,1
3066,4,practical mentality,1
6666,1,practical mind,
7362,2,practical plan,
5457,1,practical product,
4082,1,practical proposals,
3689,2,practical self,
5060,1,practical skills,1
7128,4,practical solution,
1048,3,practical training,
1328,2,practical yes,
7177,1,pragmatic action,
3940,1,pragmatic approaches,
6812,1,pragmatic curious,2
2179,1,pragmatic h,
7212,3,pragmatic legal,
4466,1,pragmatic optimistic,
7213,3,pragmatic problem,
3637,1,pragmatic scrum,
331,1,pragmatic technical,
60,1,precise assistance,2
4746,1,precise hard,
2548,1,precise job,
2152,3,precise manner,
2588,1,precise work,
2482,1,prepared based,
3859,1,prepared budget,1
4860,1,prepared following,
1927,1,prepared lunch,
2658,5,prepared meal,
3053,1,preparing annual,2
6059,1,preparing business,
1481,1,preparing checking,
6849,1,preparing dishes,1
4827,2,preparing drawing,1
2232,1,preparing electrical,1
1966,1,preparing equipment,1
7430,2,preparing executing,2
5147,1,preparing from,
3740,2,preparing goods,
4487,1,preparing maintenance,1
179,1,preparing management,1
4514,1,preparing measurement,1
2059,2,preparing measuring,1
6255,1,preparing orders,1
1209,1,preparing pl,
3452,1,preparing planned,1
5760,1,preparing progress,1
2149,1,preparing projects,1
3049,1,preparing quotations,1
2481,1,preparing raw,
1397,3,preparing reports,
3419,1,preparing ships,1
3248,1,preparing tax,1
7254,3,preparing trucks,
2150,1,preparing various,
2414,2,preparing work,1
4138,1,presentation abilities,1
6288,1,presentation blood,2
6735,1,presentation following,
5298,1,presentation from,
4641,1,presentation layer,1
376,1,presentation renewal,
292,12,presentation skills,1
6289,1,presentation that,
4073,6,presentation use,1
7323,2,pressure asthma,
2192,2,pressure booster,2
1069,1,pressure cleaner,
2659,2,pressure customer,
4516,1,pressure do,
5504,1,pressure environment,
5561,1,pressure from,
352,1,pressure measurement,
1534,1,pressure off,
7354,4,pressure vessels,
6169,1,prevent bigger,2
6082,1,prevent disruptions,1
1103,1,prevent downtimes,1
6787,1,prevent escalation,1
5525,1,prevent failures,1
1062,1,prevent level,
6168,1,prevent small,2
6831,1,prevent treatment,
3322,1,preventing absenteeism,1
873,1,preventing identifying,2
6309,1,preventive actions,
